9,0,2
0,166,166
0,330,330
0,494,494
0,654,654
0,820,820
0,980,980
0,1144,1144
0,1308,1308
0,1470,1470
18,1632,1636
154,1762,1796
609,1828,1962
1163,1870,2126
1754,1902,2288
2381,1928,2452
3009,1952,2614
3663,1972,2778
4318,1992,2942
4963,2012,3104
4972,2012,3106
